frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
209,12.0,[884.5978345291367 1433.9339152860985 1539.8343921425242 1971.9169029243058],[1088.1817626953125 1775.525390625 1277.017333984375 1831.30810546875],0.5600745677947998,KH05ZZK,0.5630445250250256
210,5.0,[2099.047945459427 1595.291335040613 2874.816759266151 2159.1479663326127],[2367.193359375 2017.530029296875 2622.2958984375 2074.892578125],0.7223901152610779,AP05JEO,0.4261779922855497
211,5.0,[2099.341261616483 1601.3896580431804 2878.2710079092726 2158.107540772424],[2375.217041015625 2024.3123779296875 2620.11279296875 2080.589111328125],0.7558820247650146,AP05JEO,0.44797759243625057
211,12.0,[880.7897304393464 1444.1957602618197 1539.5089981900992 1986.900654461115],[1081.51513671875 1787.186767578125 1271.012451171875 1840.614013671875],0.7277435064315796,KH05ZZK,0.4301540135856201
212,5.0,[2101.9130545268913 1610.7615008873404 2882.6914766665964 2158.8900960637384],[2390.859375 2033.513671875 2615.6298828125 2092.45166015625],0.7545411586761475,AP05JEO,0.2548940061799361
213,5.0,[2104.8690144447437 1619.991575947965 2887.6569719693625 2160.2141896008616],[2389.39453125 2043.3746337890625 2630.37451171875 2105.89111328125],0.7572486996650696,AP05JEO,0.5206285688458858
214,5.0,[2107.332465871613 1626.735344715406 2891.9084720002193 2162.15604952657],[2390.913818359375 2050.47607421875 2629.0849609375 2112.470458984375],0.7506794333457947,AP05JEO,0.34440837279458636
215,5.0,[2108.131317667831 1635.8602608001495 2895.125481845041 2163.110543778763],[2380.727783203125 2060.23095703125 2635.7158203125 2122.021728515625],0.7098047733306885,AP05JEO,0.5492104200380766
215,12.0,[863.2781692312014 1470.1432360423105 1533.1106822446377 2019.0861233509777],[1064.7159423828125 1818.261474609375 1260.8306884765625 1873.54833984375],0.542280375957489,KR05ZZK,0.23971219381725692
216,5.0,[2111.121903519344 1645.0696323536656 2900.6019591784175 2163.6602333230753],[2388.659423828125 2071.5009765625 2632.80126953125 2129.53369140625],0.7562145590782166,AP05JEO,0.29578696497479334
216,12.0,[852.4477483114598 1475.8051472742 1531.2120744493723 2027.5867268818447],[1061.069091796875 1826.151123046875 1257.2470703125 1881.99609375],0.6685725450515747,KK05ZZK,0.2921514105463164
217,5.0,[2112.1220024664985 1652.1034105717872 2904.761268877333 2164.740713679915],[2385.27783203125 2075.871826171875 2641.939697265625 2136.9697265625],0.7465851306915283,AP05JEO,0.1021133196942267
217,12.0,[837.8214330063977 1481.274702822233 1525.429174342454 2034.5894085938403],[1058.7774658203125 1832.1405029296875 1257.0869140625 1884.1900634765625],0.7099570035934448,KK05ZZK,0.3341337772624312
218,5.0,[2115.2483525265757 1658.6696651433867 2910.548129145586 2165.266033777366],[2414.649169921875 2089.792724609375 2638.46484375 2144.665771484375],0.7090847492218018,AP05JEO,0.12989096380621468
219,12.0,[824.6260968272418 1495.6202614360666 1519.4289495998496 2050.1550031573433],[1049.3475341796875 1846.1883544921875 1243.278076171875 1902.88037109375],0.7284606099128723,KH05ZZK,0.3438400355088943
222,12.0,[813.0212544237854 1516.681377965096 1507.6423495112529 2076.897722961181],[1036.77685546875 1872.509765625 1237.74755859375 1928.4521484375],0.6532918214797974,KR05ZZK,0.11843757269468176
223,12.0,[811.5240246514134 1522.593529433972 1499.4253344330562 2085.915622163267],[1033.1905517578125 1876.70361328125 1233.3406982421875 1932.8642578125],0.7308318614959717,KH05ZZK,0.12081427884129087
234,12.0,[750.1691720013727 1589.9421980578193 1491.7660343520333 2161.6009651180607],[987.5464477539062 1966.8870849609375 1200.6822509765625 2027.18408203125],0.7016615271568298,RH05ZZK,0.2382357125617143
235,12.0,[753.0810826257112 1593.6825783535987 1490.0249529658654 2161.75647324106],[985.857421875 1970.923095703125 1199.8919677734375 2031.8994140625],0.7478404641151428,KR05ZZK,0.2500538796959596
236,12.0,[742.1647711678036 1599.7575958572468 1481.5056189008117 2161.616578956472],[983.63330078125 1981.6204833984375 1189.1124267578125 2040.1776123046875],0.7384529113769531,KM05ZZK,0.15152277062230418
239,12.0,[735.5940696977883 1617.4700177005857 1477.1538629027518 2162.2491746506466],[970.27294921875 2009.2196044921875 1182.1446533203125 2069.2099609375],0.6041470170021057,RH05ZZK,0.2535544373485062
240,12.0,[738.2042748591988 1624.4342232399283 1476.9443586826037 2162.557120217641],[964.9212036132812 2021.2767333984375 1179.006103515625 2082.275634765625],0.7544879913330078,KH05ZIK,0.6095139999081296
241,12.0,[738.5043456018229 1630.6405419451676 1475.359900013912 2162.725223871704],[961.37060546875 2025.82373046875 1174.2513427734375 2086.652099609375],0.7429749965667725,KH05ZIK,0.13980568861889137
242,12.0,[731.6158507493284 1640.1407004610646 1470.4509762666603 2164.673300002254],[959.5805053710938 2035.9527587890625 1173.7569580078125 2098.39453125],0.7418279647827148,KH40SZO,0.09729756937785697
245,12.0,[699.7507365512555 1661.3834588941731 1456.7400255452649 2163.747415551157],[945.29443359375 2062.83203125 1164.9766845703125 2125.85546875],0.7508175373077393,KH05ZRK,0.20469452185721637
249,20.0,[2312.6871701133623 1115.6199082693313 2877.8441589005324 1569.4085356059293],[2512.442138671875 1412.3533935546875 2664.350830078125 1458.380615234375],0.6042909622192383,EY61NBC,0.18902426581876342
250,20.0,[2314.120116044769 1118.2951032864178 2880.172598091365 1572.9700624643003],[2514.771240234375 1409.1943359375 2660.004638671875 1458.0],0.5122770071029663,EY61MEC,0.16067561245435455
254,20.0,[2320.1241961085366 1134.6280155026575 2892.2531757132488 1601.0570620555495],[2528.592041015625 1434.0010986328125 2657.117919921875 1478.7421875],0.4953007698059082,EY61MBI,0.218956813198726
257,20.0,[2319.7391471352225 1141.7068534244768 2893.981236347538 1616.0439633568203],[2525.83447265625 1446.8463134765625 2682.1943359375 1495.236328125],0.521031379699707,EY61MBG,0.41693609955495975
258,20.0,[2321.3824412228223 1147.3177178082587 2894.1449742971236 1623.7868305076286],[2527.79443359375 1455.1005859375 2684.643310546875 1499.4920654296875],0.6220915913581848,EY61NBG,0.3803882751971721
259,20.0,[2324.5070813212124 1150.0471245023427 2899.3646262140455 1627.1609567127002],[2527.72705078125 1457.326904296875 2684.520751953125 1502.955322265625],0.5514023303985596,EY61MBG,0.5769098611133987
260,20.0,[2328.701296021863 1155.3309652886508 2908.257511878844 1634.9084913260638],[2534.7099609375 1462.7236328125 2690.75244140625 1505.4576416015625],0.640264093875885,EY51MBG,0.14186540428057084
264,20.0,[2328.348295058853 1169.7824000283244 2918.2631179936207 1658.0020202591568],[2539.91259765625 1478.1083984375 2695.26708984375 1527.79736328125],0.6278915405273438,EY61NBG,0.40383464527429025
265,20.0,[2329.101817250774 1174.0526789866506 2922.457653347018 1662.6451306225888],[2529.13818359375 1481.85693359375 2696.044189453125 1532.1080322265625],0.5908251404762268,EY61MBG,0.5659990259261523
